"nome","produto","preco","cliente","estado","sexo","data","total","quantidade","valorunitario","valortotal","desconto","status"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Hermígio Villaverde","MA","M","2021-05-13 00:00:00","219.25","1","121.5","121.5","2.43","Silver"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Cidália Miera","SE","F","2021-08-13 00:00:00","7312.8","1","91.8","91.8","11.02","Silver"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Cidália Miera","SE","F","2021-02-01 00:00:00","14284.7","1","121.5","121.5","0.0","Silver"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Davide Alcántara","MA","M","2021-03-10 00:00:00","18072.9","1","121.5","121.5","0.0","Silver"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Isabel Meirelles","RO","F","2021-10-10 00:00:00","2905.9","1","121.5","121.5","19.44","Silver"
"Daniel Pirajá","Camiseta Predactor 3Xu Multiplied","135.0","Capitolina Valadares","GO","F","2021-09-13 00:00:00","19438.51","1","135.0","135.0","13.5","Silver"
"Daniel Pirajá","Bicicleta Gometws Endorphine 6.1 Shimano Alumínio- Aro 26 - 21 Marchas","2955.0","Diogo Simón","BA","M","2021-03-12 00:00:00","2009.4","1","2009.4","2009.4","0.0","Silver"
"Daniel Pirajá","Bicicleta Gometws Endorphine 6.1 Shimano Alumínio- Aro 26 - 21 Marchas","2955.0","Capitolina Valadares","GO","F","2021-09-13 00:00:00","19438.51","1","2009.4","2009.4","301.41","Silver"
"Daniel Pirajá","Bicicleta Gometws Endorphine 6.1 Shimano Alumínio- Aro 26 - 21 Marchas","2955.0","Eloi Vasques","RN","M","2021-11-13 00:00:00","5023.5","2","2511.75","5023.5","1255.88","Silver"
"Daniel Pirajá","Bicicleta Gometws Endorphine 6.1 Shimano Alumínio- Aro 26 - 21 Marchas","2955.0","Adelino Gago","RJ","M","2021-09-11 00:00:00","5782.68","1","2955.0","2955.0","413.7","Silver"
"Daniel Pirajá","Bicicleta Gometws Endorphine 6.1 Shimano Alumínio- Aro 26 - 21 Marchas","2955.0","Gertrudes Hidalgo","PA","F","2021-08-26 00:00:00","16108.03","1","2955.0","2955.0","413.7","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Brenda Serralheiro","PA","F","2021-03-24 00:00:00","7196.4","1","6892.2","6892.2","206.77","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Belmira Colaço","RJ","F","2021-06-23 00:00:00","6509.3","1","6509.3","6509.3","650.93","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Gertrudes Hidalgo","PA","F","2021-08-18 00:00:00","25146.85","2","6509.3","13018.6","1301.86","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Eloi Pereira","PA","M","2021-09-26 00:00:00","8636.9","1","6509.3","6509.3","1301.86","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Cecília Carlos","AP","F","2021-02-26 00:00:00","13018.6","2","6509.3","13018.6","0.0","Silver"
"Napoleão Méndez","Bicicleta Trinc Câmbios Shimano Aro 29 Freio A Disco 24v","7658.0","Diogo Simón","BA","M","2021-01-05 00:00:00","26096.66","1","7658.0","7658.0","0.0","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Davide Alcántara","MA","M","2021-05-23 00:00:00","5609.6","1","82.8","82.8","4.97","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Eusébio Bairros","SP","M","2022-01-24 00:00:00","13439.78","1","97.75","97.75","27.37","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Brígida Gusmão","DF","F","2021-02-15 00:00:00","7296.08","1","97.75","97.75","0.0","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Eduarda Madureira","DF","F","2021-09-28 00:00:00","3317.5","2","115.0","230.0","32.2","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Gertrudes Hidalgo","PA","F","2021-08-19 00:00:00","97.75","1","97.75","97.75","14.66","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Gertrudes Hidalgo","PA","F","2021-08-18 00:00:00","25146.85","2","97.75","195.5","23.46","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Floriano Orriça","AP","M","2021-12-27 00:00:00","229.75","1","115.0","115.0","20.7","Silver"
"Napoleão Méndez","Bermuda Predactor 3Xu Pro","115.0","Dulce Prado","AC","F","2022-01-23 00:00:00","490.88","1","97.75","97.75","28.35","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Jandaíra Albuquerque","SP","F","2021-11-20 00:00:00","3080.75","1","2966.0","2966.0","711.84","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Hermígio Villaverde","MA","M","2021-05-11 00:00:00","16184.67","1","2268.99","2268.99","68.07","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Eduarda Madureira","DF","F","2021-09-28 00:00:00","3317.5","1","2966.0","2966.0","385.58","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Gisela Candeias","SC","F","2021-06-29 00:00:00","5180.6","1","2521.1","2521.1","226.9","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Davide Alcántara","MA","M","2021-05-23 00:00:00","5609.6","2","2669.4","5338.8","160.16","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Gertrudes Hidalgo","PA","F","2021-08-18 00:00:00","25146.85","1","2966.0","2966.0","296.6","Silver"
"Napoleão Méndez","Bicicleta Gometws Endorphine 7.3 - Shimano Alumínio Aro 29 - 24 Marchas","2966.0","Cosme Ipanema","PI","M","2021-05-08 00:00:00","5180.6","1","2521.1","2521.1","100.84","Silver"
"Napoleão Méndez","Bicicleta Aro 29 Mountain Bike Endorphine 6.3 - 24 Marchas - Shimano - Alumínio","8852.0","Diogo Simón","BA","M","2021-01-05 00:00:00","26096.66","1","8852.0","8852.0","0.0","Silver"
"Napoleão Méndez","Bicicleta Aro 29 Mountain Bike Endorphine 6.3 - 24 Marchas - Shimano - Alumínio","8852.0","Eusébio Bairros","SP","M","2022-01-24 00:00:00","13439.78","1","8852.0","8852.0","2390.04","Silver"
"Napoleão Méndez","Bicicleta Aro 29 Mountain Bike Endorphine 6.3 - 24 Marchas - Shimano - Alumínio","8852.0","Brígida Gusmão","DF","F","2021-02-15 00:00:00","7296.08","1","6771.78","6771.78","67.72","Silver"
"Napoleão Méndez","Bicicleta Aro 29 Mountain Bike Endorphine 6.3 - 24 Marchas - Shimano - Alumínio","8852.0","Gertrudes Hidalgo","PA","F","2021-07-25 00:00:00","7094.78","1","6771.78","6771.78","744.9","Silver"
"Napoleão Méndez","Bicicleta Aro 29 Mountain Bike Endorphine 6.3 - 24 Marchas - Shimano - Alumínio","8852.0","Gertrudes Hidalgo","PA","F","2021-08-18 00:00:00","25146.85","1","8852.0","8852.0","1150.76","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Joaquim Mieiro","TO","M","2021-05-17 00:00:00","139.5","1","139.5","139.5","4.19","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Fabiano Bethancout","PB","M","2021-09-27 00:00:00","2701.83","1","131.75","131.75","22.4","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Brígida Gusmão","DF","F","2021-02-15 00:00:00","7296.08","1","131.75","131.75","1.32","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Alarico Quinterno","AC","M","2022-01-13 00:00:00","155.0","1","155.0","155.0","60.45","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Dinarte Marino","MS","F","2021-07-21 00:00:00","3110.0","1","155.0","155.0","17.05","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Faustino Maranhão","PI","M","2022-01-22 00:00:00","253.58","1","118.58","118.58","41.5","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Eusébio Bairros","SP","M","2022-01-24 00:00:00","13439.78","1","131.75","131.75","38.21","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Anna Beça","AP","F","2021-03-07 00:00:00","3886.5","1","155.0","155.0","1.55","Silver"
"Napoleão Méndez","Capacete Gometws Endorphine 2.0","155.0","Dulce Prado","AC","F","2022-01-23 00:00:00","490.88","1","118.58","118.58","41.5","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Brenda Serralheiro","PA","F","2021-03-24 00:00:00","7196.4","1","135.0","135.0","2.7","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Fabiano Bethancout","PB","M","2021-09-27 00:00:00","2701.83","1","121.5","121.5","20.66","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Brígida Gusmão","DF","F","2021-02-15 00:00:00","7296.08","1","135.0","135.0","0.0","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Eduarda Madureira","DF","F","2021-09-28 00:00:00","3317.5","1","121.5","121.5","15.8","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Gertrudes Hidalgo","PA","F","2021-07-25 00:00:00","7094.78","1","135.0","135.0","14.85","Silver"
"Napoleão Méndez","Camiseta Predactor 3Xu Multiplied","135.0","Gertrudes Hidalgo","PA","F","2021-08-18 00:00:00","25146.85","1","114.75","114.75","16.07","Silver"
