"cliente"
"Cândido Sousa do Prado"
"Cosme Ipanema"
"Elsa Barreto"
"David Brás"
"Davide Alcántara"
"Guadalupe Rodrigues"
"Gisela Bahia"
"Francisco Medina"
"Elsa Barreto"
"David Brás"
"Cid Pardo"
"Ilduara Chávez"
"Alexandra Tabares"
"Dinarte Marino"
"Cândida Silvestre"
"Cândido Sousa do Prado"
"Gertrudes Hidalgo"
"Almeno Figueira"
"Gertrudes Infante"
"Florinda Assunção"
"Florinda Assunção"
"Cosme Ipanema"
"Carlos Murici"
"Gisela Bahia"
"Hermígio Villaverde"
"Derli Lozada"
"Joaquim Mieiro"
"Brenda Serralheiro"
"Gertrudes Hidalgo"
"Guadalupe Rodrigues"
"Cidália Miera"
"Greice Lameirinhas"
"Davide Alcántara"
"Cid Pardo"
"Antónia Canhão"
"Eusébio Mata"
"Cláudio Lopes"
"Cosme Ipanema"
"Cosme Ipanema"
"Carlos Murici"
"Cláudio Jorge"
"Carminda Dias"
"Cláudio Jorge"
"Cláudio Jorge"
"Carminda Dias"
"Carminda Dias"
"Carminda Dias"
"Iracema Rodríguez"
"Carminda Dias"
"Iracema Rodríguez"
"Hermígio Villaverde"
"Cidália Miera"
"Brenda Serralheiro"
"Belmira Colaço"
"Adelino Gago"
"Diogo Simón"
"Cosme Zambujal"
"Gisela Candeias"
"Isabel Meirelles"
"Cândido Sousa do Prado"
"Gertrudes Hidalgo"
"Antão Corte-Real"
"Cidália Miera"
"Joaquim Mieiro"
"Cláudio Lopes"
"Dinarte Marino"
"Gertrudes Hidalgo"
"Davide Fraga"
"Capitolina Valadares"
"Davide Alcántara"
"Davide Alcántara"
"Isabel Meirelles"
"Deise Laureano"
"Hermígio Villaverde"
"Cássia Guerra"
"Belmira Colaço"
"Adelino Gago"
"Alexandra Tabares"
"Cláudio Lopes"
"Dinarte Marino"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Feliciano Franca"
"Belmira Colaço"
"Antão Corte-Real"
"Dinarte Tabalipa"
"Gertrudes Hidalgo"
"Diogo Simón"
"Capitolina Valadares"
"Davide Alcántara"
"Isabel Meirelles"
"Deise Laureano"
"Brenda Serralheiro"
"Dinarte Marino"
"Cândida Silvestre"
"Dinarte Tabalipa"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Hermígio Villaverde"
"Hermígio Villaverde"
"Hermígio Villaverde"
"Cássia Guerra"
"Galindo Bettencourt"
"Hermígio Villaverde"
"Deise Farias"
"Joaquim Mieiro"
"Alexandra Tabares"
"Cândido Sousa do Prado"
"Gertrudes Hidalgo"
"Cosme Ipanema"
"Davide Alcántara"
"Deise Laureano"
"Capitolina Valadares"
"Guadalupe Rodrigues"
"Cidália Miera"
"Joaquim Mieiro"
"Cláudio Lopes"
"Dinarte Marino"
"Adelino Gago"
"Dinarte Marino"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"António Lousado"
"Hermígio Villaverde"
"Joaquim Mieiro"
"Joaquim Mieiro"
"Belmira Colaço"
"Belmira Colaço"
"Dinarte Marino"
"Cândida Silvestre"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"Davide Fraga"
"Antão Corte-Real"
"Diogo Simón"
"Hermígio Villaverde"
"Cidália Miera"
"Cidália Miera"
"Davide Alcántara"
"Isabel Meirelles"
"Capitolina Valadares"
"Diogo Simón"
"Capitolina Valadares"
"Eloi Vasques"
"Adelino Gago"
"Gertrudes Hidalgo"
"Gisela Candeias"
"Arcidres Murici"
"Davide Alcántara"
"Antão Corte-Real"
"Fabrício Varella"
"Anna Beça"
"Cidália Miera"
"Brígida Gusmão"
"Humberto Vergueiro"
"Gertrudes Hidalgo"
"Brenda Serralheiro"
"Bernardete Tavera"
"Bruno Perdigão"
"Diogo Simón"
"Adélio Lisboa"
"Arcidres Murici"
"Gertrudes Rabello"
"Filipa Mattozo"
"Cândida Silvestre"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"Florinda Assunção"
"Florinda Assunção"
"Ilduara Chávez"
"Faustino Maranhão"
"Bruno Perdigão"
"Anna Beça"
"Cidália Miera"
"Cosme Zambujal"
"Davide Alcántara"
"Faustino Maranhão"
"Brígida Gusmão"
"Cândida Silvestre"
"Adélio Lisboa"
"Diogo Simón"
"Cosme Zambujal"
"Arcidres Murici"
"Faustino Maranhão"
"Cândida Silvestre"
"Cosme Ipanema"
"Fabrício Varella"
"Davide Alcántara"
"Clotilde Carvalhoso"
"Joaquim Mieiro"
"Iraci Alcoforado"
"Brígida Gusmão"
"Florinda Assunção"
"Cecília Carlos"
"Fabrício Varella"
"Clotilde Carvalhoso"
"Brígida Gusmão"
"Brígida Gusmão"
"Belmira Colaço"
"Filipa Mattozo"
"Cidália Miera"
"Guilhermina Vilaça"
"Ana Homem"
"Gisela Candeias"
"Gertrudes Rabello"
"Cândida Silvestre"
"Davide Alcántara"
"Ifigénia Pires"
"Bernardete Tavera"
"Iraci Alcoforado"
"Brígida Gusmão"
"Humberto Vergueiro"
"Ilduara Chávez"
"Faustino Maranhão"
"Florinda Assunção"
"Adélio Lisboa"
"Iolanda Rabello"
"Ana Homem"
"Cosme Zambujal"
"Gisela Candeias"
"Gertrudes Rabello"
"Brenda Serralheiro"
"Ibijara Botelho"
"Ibijara Botelho"
"Ibijara Botelho"
"Ibijara Botelho"
"Ibijara Botelho"
"Ibijara Botelho"
"Ibijara Botelho"
"Iracema Rodríguez"
"Iracema Rodríguez"
"Andreia Carvalhal"
"Ilduara Chávez"
"Artur Macedo"
"Gisela Bahia"
"Cidália Miera"
"Iraci Alcoforado"
"Brígida Gusmão"
"Gonçalo Figueiró"
"Gertrudes Hidalgo"
"Cosme Ipanema"
"Joaquim Mieiro"
"Brígida Gusmão"
"Dinarte Marino"
"Antão Corte-Real"
"Humberto Lemes"
"Armindo Castilhos"
"Hermígio Villaverde"
"Anna Beça"
"Godinho ou Godim Fogaça"
"Cidália Miera"
"Cidália Miera"
"Cosme Zambujal"
"Andreia Carvalhal"
"Capitolina Valadares"
"Antônio Sobral"
"Gonçalo Figueiró"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"Humberto Lemes"
"Custódio Rolim"
"Cidália Miera"
"Elsa Barreto"
"Andreia Carvalhal"
"Faustino Maranhão"
"Dinarte Marino"
"Cosme Ipanema"
"Capitolina Valadares"
"Gisela Bahia"
"Custódio Rolim"
"Cidália Miera"
"Humberto Lemes"
"Ginéculo Luz"
"Elsa Barreto"
"Andreia Carvalhal"
"Capitolina Valadares"
"Ilduara Chávez"
"Ifigénia Lustosa"
"Joaquim Mieiro"
"Iraci Alcoforado"
"Gonçalo Figueiró"
"Cândida Silvestre"
"Gertrudes Hidalgo"
"Armindo Castilhos"
"Irani Jaguariúna"
"Gisela Bahia"
"Francisco Medina"
"Anna Beça"
"Anna Beça"
"Cidália Miera"
"Godinho ou Godim Fogaça"
"Humberto Lemes"
"Ginéculo Luz"
"Elsa Barreto"
"Gisela Candeias"
"Andreia Carvalhal"
"Flávia Camacho"
"Dinarte Marino"
"Gertrudes Infante"
"Cecília Carlos"
"Ifigénia Pires"
"Ilduara Chávez"
"Ilduara Chávez"
"Custódio Rolim"
"Brígida Gusmão"
"Dinarte Marino"
"Ginéculo Luz"
"Elsa Barreto"
"Flávia Camacho"
"Ifigénia Lustosa"
"Irani Jaguariúna"
"Gisela Bahia"
"Brígida Gusmão"
"Ilduara Chávez"
"Evaristo Bahía"
"Artur Macedo"
"Dinarte Marino"
"Gertrudes Hidalgo"
"Cosme Ipanema"
"Humberto Almeida"
"Irani Jaguariúna"
"Gisela Bahia"
"Francisco Medina"
"Cidália Miera"
"Cidália Miera"
"Evaristo Bahía"
"Artur Macedo"
"Joaquim Mieiro"
"Antão Corte-Real"
"Antônio Sobral"
"Diogo Simón"
"Cosme Zambujal"
"Dinarte Marino"
"Cândida Silvestre"
"Elsa Barreto"
"Cosme Zambujal"
"Armindo Castilhos"
"Anna Beça"
"Cidália Miera"
"Joaquim Mieiro"
"Ilduara Chávez"
"Evaristo Bahía"
"Faustino Maranhão"
"Cláudio Jorge"
"Bento Quintão"
"Bento Quintão"
"Adolfo Patrício"
"Eládio Froes"
"Iraci Alcoforado"
"Alexandra Tabares"
"Cauê Parahyba"
"Florinda Assunção"
"Ilduara Chávez"
"Antónia Canhão"
"Dinarte Marino"
"Alfredo Cotrim"
"Emiliana Villalobos"
"Floriano Siebra"
"Cesário Raminhos"
"Adélio Lisboa"
"Hermígio Villaverde"
"Gisela Bahia"
"Diogo Simón"
"Ilduara Chávez"
"Epaminondas Sousa de Arronches"
"Epaminondas Sousa de Arronches"
"Adélio Lisboa"
"Gisela Bahia"
"Iraci Alcoforado"
"Brígida Gusmão"
"Alfredo Cotrim"
"Diogo Simón"
"Gisela Candeias"
"Ilduara Chávez"
"Basilio Soares"
"Alexandra Tabares"
"Alfredo Cotrim"
"Dinarte Tabalipa"
"Florinda Assunção"
"Adélio Lisboa"
"Hermígio Villaverde"
"Brígida Gusmão"
"Antónia Canhão"
"Alfredo Cotrim"
"Alfredo Cotrim"
"Florinda Assunção"
"Cecília Carlos"
"Antão Corte-Real"
"Emiliana Villalobos"
"Adolfo Patrício"
"Adélio Lisboa"
"Davide Alcántara"
"Iraci Alcoforado"
"Ermelinda Casquero"
"Brígida Gusmão"
"Brígida Gusmão"
"Alfredo Cotrim"
"Dinarte Tabalipa"
"Gertrudes Hidalgo"
"Cecília Carlos"
"Antão Corte-Real"
"Aníbal Bastos"
"Diogo Simón"
"Hermígio Villaverde"
"Gisela Bahia"
"Gisela Bahia"
"Gisela Candeias"
"Cesário Raminhos"
"Gisela Bahia"
"Antão Corte-Real"
"Iraci Alcoforado"
"Antónia Canhão"
"Dinarte Tabalipa"
"Adélio Lisboa"
"Aníbal Bastos"
"Diogo Simón"
"Bárbara Magalhães"
"Alexandra Tabares"
"Dinarte Marino"
"Florinda Assunção"
"Cecília Carlos"
"Ilduara Chávez"
"Guadalupe Rodrigues"
"Hermígio Villaverde"
"Gisela Bahia"
"Antão Corte-Real"
"Adolfo Patrício"
"Davide Alcántara"
"Estela Mattos"
"Gisela Candeias"
"Adélio Lisboa"
"Hermígio Villaverde"
"Antónia Canhão"
"Ilduara Chávez"
"Ilduara Chávez"
"Alfredo Cotrim"
"Alfredo Cotrim"
"Brenda Serralheiro"
"Belmira Colaço"
"Gertrudes Hidalgo"
"Eloi Pereira"
"Cecília Carlos"
"Diogo Simón"
"Davide Alcántara"
"Eusébio Bairros"
"Brígida Gusmão"
"Eduarda Madureira"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Floriano Orriça"
"Dulce Prado"
"Jandaíra Albuquerque"
"Hermígio Villaverde"
"Eduarda Madureira"
"Gisela Candeias"
"Davide Alcántara"
"Gertrudes Hidalgo"
"Cosme Ipanema"
"Diogo Simón"
"Eusébio Bairros"
"Brígida Gusmão"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Joaquim Mieiro"
"Fabiano Bethancout"
"Brígida Gusmão"
"Alarico Quinterno"
"Dinarte Marino"
"Faustino Maranhão"
"Eusébio Bairros"
"Anna Beça"
"Dulce Prado"
"Brenda Serralheiro"
"Fabiano Bethancout"
"Brígida Gusmão"
"Eduarda Madureira"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Floriano Orriça"
"Bernardete Águeda"
"Faustino Maranhão"
"Eusébio Bairros"
"Jandaíra Albuquerque"
"Diogo Simón"
"Hermígio Villaverde"
"Arachane Matos"
"Anna Beça"
"Dulce Prado"
"Diogo Simón"
"Gisela Candeias"
"Fabiano Bethancout"
"Dinarte Marino"
"Cosme Ipanema"
"Antão Corte-Real"
"Eloi Pereira"
"Hermígio Villaverde"
"Arachane Matos"
"Anna Beça"
"Antão Corte-Real"
"Eusébio Bairros"
"Diogo Simón"
"Davide Alcántara"
"Dulce Prado"
"Brenda Serralheiro"
"Fabiano Bethancout"
"Brígida Gusmão"
"Alexandra Tabares"
"Gertrudes Hidalgo"
"Hermígio Villaverde"
"Aldo Martins"
"Francisca Ramallo"
"Cosme Zambujal"
"Brígida Gusmão"
"Dinarte Marino"
"Gertrudes Hidalgo"
"Hermígio Villaverde"
"Dulce Prado"
"Francisca Ramallo"
"Cidália Miera"
"Gisela Candeias"
"Belmira Colaço"
"Garibaldo Oleiro"
"Dinarte Mangueira"
"Gertrudes Hidalgo"
"Jacinto Dorneles"
"Hélder Brión"
"Cosme Zambujal"
"Cosme Zambujal"
"Doroteia Quintanilla"
"Hermígio Villaverde"
"Dulce Prado"
"Antónia Canhão"
"Antónia Canhão"
"Gertrudes Hidalgo"
"Carminda Alcaide"
"Cosme Zambujal"
"Cosme Zambujal"
"Gisela Candeias"
"Gisela Bahia"
"Brígida Gusmão"
"Antónia Canhão"
"Garibaldo Oleiro"
"Florinda Assunção"
"Jacinto Dorneles"
"Ilduara Chávez"
"Bernardete Querino"
"Hermígio Villaverde"
"Dulce Prado"
"Antão Corte-Real"
"Adelina Buenaventura"
"Hélder Brión"
"Celestino Pereira"
"Joaquim Mieiro"
"Dinarte Mangueira"
"Adelina Buenaventura"
"Doroteia Quintanilla"
"Celestino Pereira"
"Cosme Zambujal"
"Gisela Candeias"
"Ilduara Chávez"
"Ilduara Chávez"
"Basilio Soares"
"Adelina Buenaventura"
"Belmira Colaço"
"Gertrudes Hidalgo"
"Gertrudes Hidalgo"
"Hermígio Villaverde"
"Dulce Prado"
"Francisca Ramallo"
"Celestino Pereira"
"Ilduara Chávez"
"Adélio Lisboa"
"Hermígio Villaverde"
"Brígida Gusmão"
"Antónia Canhão"
"Dinarte Marino"
"Joaquim Mieiro"
"Brígida Gusmão"
"Antónia Canhão"
"Gertrudes Hidalgo"
"Antão Corte-Real"
"Dulce Prado"
"Cosme Zambujal"
"Gisela Candeias"
"Celestino Pereira"
"Iraci Alcoforado"
"Brígida Gusmão"
"Belmira Colaço"
"Ilduara Chávez"
"Adelina Buenaventura"
"Hermígio Villaverde"
"Dulce Prado"
"Francisca Ramallo"
"Cidália Miera"
"Cosme Zambujal"
"Gisela Candeias"
"Celestino Pereira"
"Gisela Bahia"
"Gisela Bahia"
"Anna Beça"
"Greice Lameirinhas"
"Antónia Canhão"
"Gertrudes Hidalgo"
"Cosme Ipanema"
"Cosme Ipanema"
"Gisela Bahia"
"Ilduara Chávez"
"Anna Beça"
"Artur Macedo"
"Dulce Tomé"
"Elsa Barreto"
"Dinarte Marino"
"Gilberto Moutinho"
"Florinda Assunção"
"Cecília Carlos"
"Antero Milheiro"
"Diogo Simón"
"Greice Lameirinhas"
"Greice Lameirinhas"
"Filipa Mattozo"
"Anna Beça"
"Dulce Prado"
"Ilduara Chávez"
"Artur Macedo"
"Cândida Silvestre"
"Greice Lameirinhas"
"Greice Lameirinhas"
"Deise Farias"
"Hermígio Villaverde"
"Anna Beça"
"Cidália Miera"
"Amélia Estévez"
"Cândida Silvestre"
"Cândida Silvestre"
"Cosme Ipanema"
"Carlos Murici"
"Anna Beça"
"Antão Corte-Real"
"Estêvão Simão"
"António Lousado"
"Elsa Barreto"
"Anacleto Guterres"
"Cosme Ipanema"
"Cosme Ipanema"
"Artur Macedo"
"Brenda Serralheiro"
"Cândida Silvestre"
"Cândida Silvestre"
"Greice Lameirinhas"
"Elsa Barreto"
"Deise Farias"
"Antero Milheiro"
"Greice Lameirinhas"
"Greice Lameirinhas"
"Elsa Barreto"
"Anacleto Guterres"
"Deise Farias"
"Ester Castanho"
"Amélia Estévez"
"Cândida Silvestre"
"Florinda Assunção"
"Anna Beça"
"Cosme Zambujal"
"Ester Castanho"
"Brenda Serralheiro"
"Cândida Silvestre"
"Cosme Ipanema"
"Belmira Colaço"
"Dinarte Marino"
"Cândida Silvestre"
"Gilberto Moutinho"
"Cosme Ipanema"
"Cosme Ipanema"
"Artur Macedo"
"Ester Castanho"
"Bernardete Tavera"
"Antero Milheiro"
"Hermígio Villaverde"
"Gisela Bahia"
"Dulce Prado"
"Cidália Miera"
"Greice Lameirinhas"
"Greice Lameirinhas"
"Cosme Zambujal"
"Antónia Canhão"
"Dinarte Marino"
"Davide Fraga"
"Ester Castanho"
"Antão Corte-Real"
"Gisela Bahia"
"Anna Beça"
"Greice Lameirinhas"
"Greice Lameirinhas"
"Celestino Pereira"
